stdlinxscd,tdlinx_store_sk,stranscd,smodchgind,sfiledt,sstatusind,sname,sno,sstreetadd,scity,sst,szip,splacenm,sstcd,scntcd,scntrynm,stradeclcd,sformatcd,snostrcd,schainind,sfiller1,slat,slong,slatlongcd,sblockid,sfiller2,sareacd,sphoneno,sfiller3,sannvolcd,swklyvol,ssqft,sftemploy,snmchkout,sfiller4,stdlinxocd,sownfamcd,sownnm,sowncity,sownst,sownstcd,sowncntcd,sfiller5,stdlinxpcd,ssupfamcd,ssupnm,ssupcity,ssupst,ssupstcd,ssupcntcd,sfiller6,stdlinxgcd,sgrpnm,sfranind,sfiller7,sgas,shivolcig,spharm,sliquor,swine,sbeer,sonprem,sfoodtype,sfuture1,sfuture2,sfuture3,sfiller8,src_desc,cstdlinxscd,current_ind,trade_channel_desc,premise_type,tdlinx_premise,store_volume_desc,chain_indicator_desc,food_type_desc,format_type_desc,lat_long_geo_desc,no_of_stores_desc,store_status_desc,transaction_code_desc,htdlinxucd,hulname,td_store_osk,source_system,ecommerce_provider,ecommerce_delivery_ind,ecommerce_in_store_pickup_ind,ecommerce_curbside_pickup_ind,load_dt,modified_dt
TDLX00429,1000000429,N,ADD,20260129,A,Total Wine & More,1429,7604 Broadway,Columbus,OH,43201,Columbus,OH,USA,United States,OFF,Su,29,C,FILLER,28.0476,-75.4372,Y,BLK00429,FILLER,OH,365-555-1657,FILLER,L,1980,13033,76,7,FILLER,OWN00429,FAM429,Total Wine & More Inc,Columbus,OH,OH,USA,FILLER,PROV00429,SUP001,Southern Glazer's,Dallas,CA,TX,USA,FILLER,GRP429,Total Wine & More Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00429,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00429,TOTAL WINE & MORE COLUMBUS,1000000429,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00430,1000000430,N,ADD,20260129,A,Riverside Liquor,1430,473 Oak Ave,Jacksonville,FL,32201,Jacksonville,FL,USA,United States,OFF,Sp,30,C,FILLER,32.6058,-103.8206,Y,BLK00430,FILLER,FL,562-555-4591,FILLER,L,6814,25204,48,8,FILLER,OWN00430,FAM430,Riverside Liquor Inc,Jacksonville,FL,FL,USA,FILLER,PROV00430,SUP001,Southern Glazer's,Los Angeles,CA,CA,USA,FILLER,GRP430,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00430,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00430,RIVERSIDE LIQUOR JACKSONVIL,1000000430,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00431,1000000431,N,ADD,20260129,A,ABC Fine Wine & Spirits,1431,4928 Oak Ave,Miami,FL,33101,Miami,FL,USA,United States,OFF,Sp,31,C,FILLER,25.5772,-105.8586,Y,BLK00431,FILLER,FL,609-555-5793,FILLER,M,3032,22703,20,12,FILLER,OWN00431,FAM431,ABC Fine Wine & Spirits Inc,Miami,FL,FL,USA,FILLER,PROV00431,SUP001,Southern Glazer's,Miami,NY,CA,USA,FILLER,GRP431,ABC Fine Wine & Spirits Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00431,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00431,ABC FINE WINE & SPIR MIAMI,1000000431,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00432,1000000432,N,ADD,20260129,A,ABC Fine Wine & Spirits,1432,3046 1st Ave,Tucson,AZ,85701,Tucson,AZ,USA,United States,OFF,Co,32,C,FILLER,36.9463,-74.8672,Y,BLK00432,FILLER,AZ,619-555-6066,FILLER,H,7912,8993,49,10,FILLER,OWN00432,FAM432,ABC Fine Wine & Spirits Inc,Tucson,AZ,AZ,USA,FILLER,PROV00432,SUP001,Southern Glazer's,Miami,NY,FL,USA,FILLER,GRP432,ABC Fine Wine & Spirits Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00432,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00432,ABC FINE WINE & SPIR TUCSON,1000000432,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00433,1000000433,N,ADD,20260129,A,Total Wine & More,1433,9036 Main St,Tucson,AZ,85701,Tucson,AZ,USA,United States,OFF,Su,33,C,FILLER,33.3403,-85.7668,Y,BLK00433,FILLER,AZ,332-555-2418,FILLER,M,1078,23374,74,9,FILLER,OWN00433,FAM433,Total Wine & More Inc,Tucson,AZ,AZ,USA,FILLER,PROV00433,SUP001,Southern Glazer's,New York,NY,TX,USA,FILLER,GRP433,Total Wine & More Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00433,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00433,TOTAL WINE & MORE TUCSON,1000000433,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00434,1000000434,N,ADD,20260129,A,K&L Wine Merchants,1434,1289 Pine St,Nashville,TN,37201,Nashville,TN,USA,United States,OFF,Sp,34,C,FILLER,28.2605,-112.3395,Y,BLK00434,FILLER,TN,829-555-4509,FILLER,M,1513,27034,84,3,FILLER,OWN00434,FAM434,K&L Wine Merchants Inc,Nashville,TN,TN,USA,FILLER,PROV00434,SUP001,Southern Glazer's,Dallas,NY,NY,USA,FILLER,GRP434,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00434,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00434,K&L WINE MERCHANTS NASHVILLE,1000000434,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00435,1000000435,N,ADD,20260129,A,K&L Wine Merchants,1435,7478 Elm St,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,OFF,Sp,35,C,FILLER,38.4893,-112.9786,Y,BLK00435,FILLER,AZ,293-555-4181,FILLER,L,3242,12594,72,10,FILLER,OWN00435,FAM435,K&L Wine Merchants Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00435,SUP001,Southern Glazer's,New York,FL,CA,USA,FILLER,GRP435,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00435,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00435,K&L WINE MERCHANTS PHOENIX,1000000435,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00436,1000000436,N,ADD,20260129,A,The Cheesecake Factory,1436,3907 Oak Ave,Seattle,WA,98101,Seattle,WA,USA,United States,ON,Ca,36,C,FILLER,40.863,-121.4394,Y,BLK00436,FILLER,WA,712-555-6767,FILLER,L,4022,6324,94,6,FILLER,OWN00436,FAM436,The Cheesecake Factory Inc,Seattle,WA,WA,USA,FILLER,PROV00436,SUP001,Southern Glazer's,Los Angeles,FL,TX,USA,FILLER,GRP436,The Cheesecake Factory Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00436,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00436,THE CHEESECAKE FACTO SEATTLE,1000000436,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00437,1000000437,N,ADD,20260129,A,Carrabba's Italian Grill,1437,6985 Elm St,Memphis,TN,38101,Memphis,TN,USA,United States,ON,Ba,37,C,FILLER,46.0149,-87.0879,Y,BLK00437,FILLER,TN,704-555-8154,FILLER,L,2547,22102,89,4,FILLER,OWN00437,FAM437,Carrabba's Italian Grill Inc,Memphis,TN,TN,USA,FILLER,PROV00437,SUP001,Southern Glazer's,New York,FL,TX,USA,FILLER,GRP437,Carrabba's Italian Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00437,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00437,CARRABBA'S ITALIAN G MEMPHIS,1000000437,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00438,1000000438,N,ADD,20260129,A,Binny's Beverage Depot,1438,7091 Pine St,Milwaukee,WI,53201,Milwaukee,WI,USA,United States,OFF,Co,38,C,FILLER,48.7799,-118.4511,Y,BLK00438,FILLER,WI,640-555-1692,FILLER,H,1256,20794,26,4,FILLER,OWN00438,FAM438,Binny's Beverage Depot Inc,Milwaukee,WI,WI,USA,FILLER,PROV00438,SUP001,Southern Glazer's,New York,NY,CA,USA,FILLER,GRP438,Binny's Beverage Depot Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00438,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00438,BINNY'S BEVERAGE DEP MILWAUKEE,1000000438,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00439,1000000439,N,ADD,20260129,A,Carrabba's Italian Grill,1439,1946 1st Ave,San Francisco,CA,94101,San Francisco,CA,USA,United States,ON,Ba,39,C,FILLER,48.0212,-71.8423,Y,BLK00439,FILLER,CA,506-555-7007,FILLER,H,9709,18537,47,6,FILLER,OWN00439,FAM439,Carrabba's Italian Grill Inc,San Francisco,CA,CA,USA,FILLER,PROV00439,SUP001,Southern Glazer's,New York,CA,TX,USA,FILLER,GRP439,Carrabba's Italian Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00439,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00439,CARRABBA'S ITALIAN G SAN FRANCI,1000000439,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00440,1000000440,N,ADD,20260129,A,K&L Wine Merchants,1440,1268 Elm St,New Orleans,LA,70112,New Orleans,LA,USA,United States,OFF,Co,40,C,FILLER,32.1264,-77.5097,Y,BLK00440,FILLER,LA,237-555-5424,FILLER,L,3964,16592,57,7,FILLER,OWN00440,FAM440,K&L Wine Merchants Inc,New Orleans,LA,LA,USA,FILLER,PROV00440,SUP001,Southern Glazer's,Dallas,TX,NY,USA,FILLER,GRP440,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00440,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00440,K&L WINE MERCHANTS NEW ORLEAN,1000000440,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00441,1000000441,N,ADD,20260129,A,Riverside Liquor,1441,9852 Main St,New Orleans,LA,70112,New Orleans,LA,USA,United States,OFF,Sp,41,C,FILLER,37.711,-112.5212,Y,BLK00441,FILLER,LA,590-555-1345,FILLER,H,2313,9052,77,10,FILLER,OWN00441,FAM441,Riverside Liquor Inc,New Orleans,LA,LA,USA,FILLER,PROV00441,SUP001,Southern Glazer's,Dallas,CA,NY,USA,FILLER,GRP441,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00441,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00441,RIVERSIDE LIQUOR NEW ORLEAN,1000000441,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00442,1000000442,N,ADD,20260129,A,Bottles,1442,6975 Main St,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,OFF,Co,42,C,FILLER,47.2168,-124.1235,Y,BLK00442,FILLER,NV,707-555-1245,FILLER,H,7930,26668,38,5,FILLER,OWN00442,FAM442,Bottles Inc,Las Vegas,NV,NV,USA,FILLER,PROV00442,SUP001,Southern Glazer's,New York,FL,NY,USA,FILLER,GRP442,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00442,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00442,BOTTLES LAS VEGAS,1000000442,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00443,1000000443,N,ADD,20260129,A,Bonefish Grill,1443,5849 1st Ave,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,ON,Ca,43,I,FILLER,27.6276,-108.4823,Y,BLK00443,FILLER,CA,738-555-1579,FILLER,M,3196,18541,84,6,FILLER,OWN00443,FAM443,Bonefish Grill Inc,Los Angeles,CA,CA,USA,FILLER,PROV00443,SUP001,Southern Glazer's,Miami,CA,TX,USA,FILLER,GRP443,Bonefish Grill Group,N,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00443,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Independent,Casual Dining,Casual Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00443,BONEFISH GRILL LOS ANGELE,1000000443,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00444,1000000444,N,ADD,20260129,A,Bonefish Grill,1444,8637 Market St,New York,NY,10001,New York,NY,USA,United States,ON,Ca,44,C,FILLER,40.0215,-108.2481,Y,BLK00444,FILLER,NY,524-555-2260,FILLER,L,9435,16565,92,11,FILLER,OWN00444,FAM444,Bonefish Grill Inc,New York,NY,NY,USA,FILLER,PROV00444,SUP001,Southern Glazer's,New York,NY,TX,USA,FILLER,GRP444,Bonefish Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00444,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00444,BONEFISH GRILL NEW YORK,1000000444,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00445,1000000445,N,ADD,20260129,A,K&L Wine Merchants,1445,8846 Market St,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,OFF,Su,45,I,FILLER,30.2784,-82.0978,Y,BLK00445,FILLER,AZ,791-555-7550,FILLER,H,8894,27025,88,11,FILLER,OWN00445,FAM445,K&L Wine Merchants Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00445,SUP001,Southern Glazer's,Dallas,TX,NY,USA,FILLER,GRP445,K&L Wine Merchants Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00445,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00445,K&L WINE MERCHANTS PHOENIX,1000000445,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00446,1000000446,N,ADD,20260129,A,The Cheesecake Factory,1446,9211 1st Ave,Memphis,TN,38101,Memphis,TN,USA,United States,ON,Ca,46,C,FILLER,30.5823,-95.0365,Y,BLK00446,FILLER,TN,448-555-1175,FILLER,M,7944,24778,32,12,FILLER,OWN00446,FAM446,The Cheesecake Factory Inc,Memphis,TN,TN,USA,FILLER,PROV00446,SUP001,Southern Glazer's,Dallas,TX,TX,USA,FILLER,GRP446,The Cheesecake Factory Group,Y,FILLER,N,N,N,Y,Y,Y,Y,STEAK,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00446,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00446,THE CHEESECAKE FACTO MEMPHIS,1000000446,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00447,1000000447,N,ADD,20260129,A,Riverside Liquor,1447,4978 Pine St,San Diego,CA,92101,San Diego,CA,USA,United States,OFF,Su,47,C,FILLER,48.7181,-86.8149,Y,BLK00447,FILLER,CA,550-555-5539,FILLER,L,6954,5303,87,3,FILLER,OWN00447,FAM447,Riverside Liquor Inc,San Diego,CA,CA,USA,FILLER,PROV00447,SUP001,Southern Glazer's,New York,TX,CA,USA,FILLER,GRP447,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00447,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00447,RIVERSIDE LIQUOR SAN DIEGO,1000000447,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00448,1000000448,N,ADD,20260129,A,Riverside Liquor,1448,4848 Pine St,San Diego,CA,92101,San Diego,CA,USA,United States,OFF,Co,48,C,FILLER,42.4743,-84.9749,Y,BLK00448,FILLER,CA,731-555-4869,FILLER,H,9917,15428,66,11,FILLER,OWN00448,FAM448,Riverside Liquor Inc,San Diego,CA,CA,USA,FILLER,PROV00448,SUP001,Southern Glazer's,Miami,CA,TX,USA,FILLER,GRP448,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00448,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00448,RIVERSIDE LIQUOR SAN DIEGO,1000000448,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00449,1000000449,N,ADD,20260129,A,ABC Fine Wine & Spirits,1449,7026 Main St,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,OFF,Sp,49,C,FILLER,37.1675,-82.9301,Y,BLK00449,FILLER,NV,731-555-7917,FILLER,H,7852,27707,70,10,FILLER,OWN00449,FAM449,ABC Fine Wine & Spirits Inc,Las Vegas,NV,NV,USA,FILLER,PROV00449,SUP001,Southern Glazer's,Los Angeles,FL,NY,USA,FILLER,GRP449,ABC Fine Wine & Spirits Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00449,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00449,ABC FINE WINE & SPIR LAS VEGAS,1000000449,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00450,1000000450,N,ADD,20260129,A,Yardhouse,1450,3111 Main St,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,ON,Ca,50,C,FILLER,36.4032,-109.2639,Y,BLK00450,FILLER,NV,327-555-1543,FILLER,M,2402,21717,43,6,FILLER,OWN00450,FAM450,Yardhouse Inc,Las Vegas,NV,NV,USA,FILLER,PROV00450,SUP001,Southern Glazer's,New York,FL,CA,USA,FILLER,GRP450,Yardhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00450,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00450,YARDHOUSE LAS VEGAS,1000000450,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00451,1000000451,N,ADD,20260129,A,The Capital Grille,1451,1871 Oak Ave,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,ON,Fi,51,C,FILLER,38.7285,-87.4041,Y,BLK00451,FILLER,NV,916-555-4343,FILLER,H,4530,7520,30,6,FILLER,OWN00451,FAM451,The Capital Grille Inc,Las Vegas,NV,NV,USA,FILLER,PROV00451,SUP001,Southern Glazer's,Dallas,TX,NY,USA,FILLER,GRP451,The Capital Grille Group,Y,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00451,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00451,THE CAPITAL GRILLE LAS VEGAS,1000000451,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00452,1000000452,N,ADD,20260129,A,Binny's Beverage Depot,1452,4693 Elm St,New York,NY,10001,New York,NY,USA,United States,OFF,Co,52,I,FILLER,41.6867,-76.1868,Y,BLK00452,FILLER,NY,314-555-3272,FILLER,L,9652,22736,73,10,FILLER,OWN00452,FAM452,Binny's Beverage Depot Inc,New York,NY,NY,USA,FILLER,PROV00452,SUP001,Southern Glazer's,Dallas,TX,NY,USA,FILLER,GRP452,Binny's Beverage Depot Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00452,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00452,BINNY'S BEVERAGE DEP NEW YORK,1000000452,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00453,1000000453,N,ADD,20260129,A,Total Wine & More,1453,412 1st Ave,San Francisco,CA,94101,San Francisco,CA,USA,United States,OFF,Co,53,I,FILLER,40.934,-104.8453,Y,BLK00453,FILLER,CA,229-555-7107,FILLER,M,8159,13552,55,4,FILLER,OWN00453,FAM453,Total Wine & More Inc,San Francisco,CA,CA,USA,FILLER,PROV00453,SUP001,Southern Glazer's,Dallas,FL,NY,USA,FILLER,GRP453,Total Wine & More Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00453,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00453,TOTAL WINE & MORE SAN FRANCI,1000000453,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00454,1000000454,N,ADD,20260129,A,Morton's The Steakhouse,1454,5237 Main St,Portland,OR,97201,Portland,OR,USA,United States,ON,Ca,54,C,FILLER,43.8929,-80.9334,Y,BLK00454,FILLER,OR,973-555-5355,FILLER,L,8581,26839,99,5,FILLER,OWN00454,FAM454,Morton's The Steakhouse Inc,Portland,OR,OR,USA,FILLER,PROV00454,SUP001,Southern Glazer's,Miami,TX,CA,USA,FILLER,GRP454,Morton's The Steakhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00454,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00454,MORTON'S THE STEAKHO PORTLAND,1000000454,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00455,1000000455,N,ADD,20260129,A,BevMo!,1455,4791 Broadway,New York,NY,10001,New York,NY,USA,United States,OFF,Su,55,C,FILLER,32.0789,-90.7856,Y,BLK00455,FILLER,NY,620-555-4421,FILLER,H,5243,25597,83,6,FILLER,OWN00455,FAM455,BevMo! Inc,New York,NY,NY,USA,FILLER,PROV00455,SUP001,Southern Glazer's,Los Angeles,FL,NY,USA,FILLER,GRP455,BevMo! Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00455,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00455,BEVMO! NEW YORK,1000000455,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00456,1000000456,N,ADD,20260129,A,Bottles,1456,6881 1st Ave,San Diego,CA,92101,San Diego,CA,USA,United States,OFF,Su,56,C,FILLER,44.6006,-121.9982,Y,BLK00456,FILLER,CA,987-555-7721,FILLER,L,9105,7925,36,12,FILLER,OWN00456,FAM456,Bottles Inc,San Diego,CA,CA,USA,FILLER,PROV00456,SUP001,Southern Glazer's,New York,CA,FL,USA,FILLER,GRP456,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00456,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00456,BOTTLES SAN DIEGO,1000000456,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
