plugin_id	plugin_name
4119	Aladdin Encryption Plugin 1.00-B1
4122	Oracle JInitiator 1.1.1.0d for Netscape Navigator
4127	Rubik's Games Plugin
4137	NBDirect_Viewer v.0.2.5.0
4138	Quick View Plus 1.0 (B21)
4157	Deep Purple WWW Labeler
4158	Envoy 68K
4160	InterPlot WebPlot Plugin
4172	Nokia Multimedia Player
4173	AWE Communication Plugin
4175	LiveConnect functions for Rich Text Plugin
4178	Uploader Plug-In for FACSys
4179	NetView
4180	LG NEOVIS Plug-in Browser
4182	FastMan
4183	mBED
4187	QuickTime   Plugin
4190	MacZilla! Plug-in 4.5
4191	TANGO Interactive [v. 1.4.1.3]
4195	Java(TM) Plug-in 1.1.2_003
4197	Sybase WDK Web Component
4198	Rapid Plug-in
4200	Java to OLE 2.0
4201	WebGlide Player v1.01.0060
4202	Electrifier 2.0
4203	EnvoyPM 1.0
4204	FutureSplash 1.1
4205	ichat 2.2.3
4206	IPIX 5.304
4207	MediaPlayer 1.1
4208	NPWebTerm 1.0.2
4210	Sizzler 1.0.1
4211	WebActive 1.0.1b6
4220	TMSSequoia ViewDirector Imaging Plug-in Version 2.05 for Netscape Navigator
4225	Spotlight Video Player
4227	WebTerm 16b Plug-In
4229	BRZ GmbH Vines PlugIn
4236	Intermec Net-PrintSet Plugin
4237	Pangaea Cad Solutions Design File Viewer 4.9.9zm June 2/1998 www.pcscad.com
4240	Ola's MPEG plugin, version 2,0,0,1
4246	LightningStrike68K
4249	Autodesk MapGuide Viewer Plugin
4250	Dolphin Smalltalk
4257	Medweb
4258	Envoy 1.0b12
4259	FastMan 1.0
4260	KM's Multimedia 0.2.1d0
4261	PDFViewer 3.0a2
4262	R2 ExpressVR v1.0b0
4263	ViewMovie 1.0a9
4264	Caml Applet Viewer 0.1
4265	Columbia University's WebClip webclip_MPEGdecoder plug-in
4266	PDFViewer 1.1
4271	VoiceWeb Vox Player
4272	Java(TM) Plug-in JDK-1.3-K
4276	Cyberprise InfoPublisher
4281	ART Player
4282	Headspace Beatnik Player V1.3.1.8
4288	Java(TM) Plug-in 1.2.2.px
4289	NBDirect_Viewer v.1.1.0.1
4290	Fastnet Report
4291	Fastnet Histogram
4292	MOD Plug-in Netscape
4295	Opal Plug-In v2.1.649
4297	MediWeb Plugin
4299	Nokia Mobile Video Player
4300	Live Picture Plugin
4306	eCHARGE Secure Online Purchase Plugin v1.4.2
4307	NN Plugin for SCP Simulations
4308	AT&T Labs Research VMAnno
4309	InfoSphere Inc. SGMLGraphics Plug-in
4310	MacZilla! Plug-in 4.0.1
4311	Nimble Plugin V1.0.0.10
4312	TopTier: Query Interface Plugin Wrapper
4313	accesTV Intranet Player 1.0
4314	EnvoyPM
4317	Banyan User Name Plugin
4319	Demo ScriptDEMON Plugin 1.0.2
4323	MIDIPlugin68K 1.3b
4324	MacZilla! Plug-in 4.0.2
4326	MIDPLUG v5.00b2
4327	Canon VRML 3D Browser Ver. 1.0
4330	GCP File Player Plugin
4331	Plugger 2.1 (streaming)
4334	Mobius Print Plug-in
4335	WebLine Application Sharing
4336	ShareWeb Plug-in
4339	Montage Video Plugin
4340	MOMENTS 3D Viewer
4345	Netiva Software Accelerator Plugin
4346	mBED Plugin
4347	WhurlPlug Plug-in
4353	InterWIZ PhotoCapture
4355	eWallet Plug-in
4358	Cult3D Plugin v1.0.1
4367	Street Technologies Plugin Stream Player - Version 2.0D
4369	Secure Wallet  Plugin
4373	Vosaic (PPC603)
4382	NewsVenturer Plugin
4383	Dial-Up Module Plug-In
4386	Virtue Lightning Plug-In
4392	JiveAudio MIDI Plug-in (audio/midi)
4393	JiveAudio MIDI Plug-in (audio/x-midi)
4394	JiveAudio (audio/basic)
4395	VHS Netscape Plugin
4398	VDOLive netscape Plug-in
4399	Opal Plug-In v2.1.330
4406	Myriad Plug-in
4409	Acrobat plug-in
4410	DjVu Plugin
4411	Q-Data Plug-in
4414	BubViewer
4416	InterVu
4417	Juice
4418	Lightning Strike
4420	IBM Education & Training Global Campus (ver 2.6)
4421	SeMoA Plugin
4422	TMSSequoia ViewDirector Imaging Plug-in Version 2.03 for Netscape Navigator
4423	FlashPix Viewer
4427	Crescendo!
4435	Kodak Enhanced Image Viewer
4441	Oracle JInitiator 1.1.1.1 for Netscape Navigator
4443	Cabletron Systems Web Download Plug-in
4444	FileMover Plugin
4450	SCC Source Code Colorizer
4451	Paragon Imaging ELT/Net (TM)
4452	Crescendo v2.0
4455	Oracle JInitiator 1.1.7.10 for Netscape Navigator
4458	Splash
4460	WebGlide Player 1.10.0322
4463	HexMac RazorHead
4465	Java(TM) Plug-in 1.1.2 h
4466	BXWA FastBid v1.20
4467	FMA&H / DDC Wv2s Plugin For Netscape
4470	Opal Plug-In v2.12 Build 764
4472	MATRA Datavision - North America, Inc. MDTVOpenGL
4475	Netscape Plug-in for PHYSICON Interactive Simulations
4478	ViewMovie 1.0a4
4483	IBM DataHiding Plug-in for WWW Browser version 1.0
4486	Myriad 3D Plug-In
4487	Myriad Documentation Plug-In
4488	AWE Startup Plugin
4489	Java(TM) Plug-in 1.1.2 c
4491	DIP Plugin 32
4494	LiveAudio Plugin
4500	LightningStrike 1.6 PPC
4502	Acrobat Amber 3.0a2
4503	Emblaze 1.1.3b0
4504	FutureSplash PPC
4506	IBM Education & Training Global Campus (ver 2.61)
4507	Intel Communications Corp. TicketManager
4512	Cosmo Player 2.1.1
4520	Netscape Media Player, Audio Streaming Plugin, v.1.1.1425
4521	Plugger 3.2
4523	blaxxun Contact Version 4.200
4524	blaxxun Contact (blaxxun CCpro) Version 4.200
4529	Simple Scan Image Data Plug-in
4531	Just Office Server Ver.1.1 for Windows NT
4537	Oracle Lite NS Plugin
4542	MIDIPluginPPC 1.4.1b
4545	Pangaea Cad Solutions Design File Viewer 4.9.9zzs Sep 14/1998 www.pcscad.com
4557	VDOLive
4558	WebAnimator
4560	America Online -- ARTDoc Plug-In
4561	ART SlideShow Plug-In
4574	Oracle JInitiator 1.1.7.17 for Netscape Navigator
4575	Interactive Pictures Corp. IPIX v4.00 b4
4576	ichat 68k/2.2.3
4578	Intel(R) WebOutfitter(TM) Tool Kit
4580	Nimble Plugin V1.0.2.5
4581	RealPlayer(tm) LiveConnect-Enabled Plug-In (32-bit) QABuild
4584	Headspace Beatnik Player V2.0.0.0b
4587	Jazz Database Plug-in
4588	AboutPeople Plug-in
4589	AboutTime Plug-in
4590	Chemscape Chime Plug-in
4591	Envoy Plug-in
4592	FutureSplash Plug-in
4593	ichat Plug-in
4597	ViewFIF Plug-in
4598	WebActive Plug-in
4603	AnimaFlex(TM) Netscape Navigator(TM) Plug-in. www.RubberFlex.comJava Plug-in 1.1.2 for Netscape Navi
4604	IPIX PlugIn PPC V5.4b1
4613	[PostX] PostX Envelope Plugin 2.0.2.a1
4615	MacView
4618	WebGlide Player 1.10.0318
4619	Scala plugin for Netscape
4620	Ace Secure File Plugin V3.00
4622	Navigating Calculus Plugin
4626	TOSHIBA Filing Stage Plugin
4627	3Dnet Inc. World Viewer
4628	Logal Action Plugin
4630	Chemscape Chime Pro 3.0
4638	Snuware SFTP Plugin
4639	Rosetta Technologies, Inc. Plug-in for Netscape Navigator.  Version 5.2.0 971222 for Solaris 2.3, 2.
4641	QuickTime HotSpot Plugin
4645	Sitebridge Screen Capture Plug-in
4646	Chemscape Chime Pro 2.0a
4649	Rasterex RxVAPI32 PDF Plug-In
4650	MicroWorlds PlugIn
4653	MediWeb
4655	ImagN' for Windows v3.20.008 32-Bit Netscape Plug-in
4660	Novell, Inc. On-Demand Netscape Plug-in
4664	MwPlug v 1.6.2
4667	TMSSequoia Prizm Plug-in, Version 2.301
4675	QuickTime Plug-in D1-4.0
4679	InterMAP Plugin
4680	Envision EnterpriseDesktop
4683	Chart FX IE 99
4684	7th Level, Inc. Media Controller 7 Version 2.0.1.7
4685	Expertise Centre for Digital Media - Lingu@Tor Exercises Plugin
4687	GenTrix Viewer Plugin
4688	Dimension 3D-Systems GmbH - Spx Plugin 1.3.0.0
4689	Transcend Server Image Viewer
4693	MPEG Playback Plug-In
4695	Interactive Pictures Corp. IPIX Plugin v5.8
4700	CTP Plug-in 0.7
4701	Intelligent Engines, Inc. npIeSa, 1.7
4702	WebTracks Plug-in
4705	Roadster 68K Beta 2
4707	Lava Video On Demand player (H261 version) 0.2.0
4717	MetaStream Plug-in 1.0d4
4718	ASTRO plugin 3.0 Windows
4721	TANGO Interactive [v. 2.0.0.2]
4726	MiniPlug 1.0
4729	Payments Direct Image Viewer 1.2.0.0
4730	MetaStream Plug-in 2.1b4 {#2200}
4734	Sizzler Plugin
4735	WebActive
4744	QuickTime Plug-in J1-4.0.1
4745	UWI Masque Universal Forms Viewer
4752	TMSSequoia ViewDirector Imaging Plug-in Version 2.04 for Netscape Navigator
4753	Amara WebBasic
4779	IPIX PlugIn PPC V5.4b
4780	ICAST Communications, Inc. icastplugin
4781	Earth Savers ESPro
4783	Algebra Editor Plugin
4789	Knowledge Quest Xstream Media-Flow Processor
4790	ProjectXPlugIn
4794	ReView Vector2 Plugin
4795	ReView Vector Plugin
4796	ReView Raster Plugin
4797	ReView Image Plugin
4798	ReView Hybrid PlugIn
4799	ReView Doc Plugin
4807	Intelligent Engines, Inc. npIeSa, 1.6
4812	SmartSpace 1.02
4815	NGI Video Plug-in
4817	Pictra Client Launcher Plug-in
4826	CS ChemDraw Pro Plugin 5.0b29
4828	ONE TOUCH CLIENT CHECK PLUGIN
4829	ONE TOUCH Systems FrontRow
4830	Accel ViewTIFF Plug-in 2.00 by Acordex Imaging Systems
4834	Cult3D Plug-in
4835	CoolCast Plugin 1.69
4837	LiveAudio 1997
4839	SpeechPlugin
4842	Magic Square, Inc.   L3 Player Plugin
4850	HyperStudio Plug-in 3.1.4
4859	watermark plug-in
4860	Acroread PDF plugin
4861	Java plugin
4862	TMSSequoia ViewDirector Prizm Plug-in, Version 2.21+ SSB
4863	RemVu Plugin for Netscape V1.03
4865	Celo Communications Digital Signature Plugin
4871	Centra Plugin V1.1
4872	eCHARGE Secure Online Purchase Plugin v2.0.0
4874	Flash Player
4877	Logic Associates Acadia Launcher
4878	World Probe beta  1.0a
4879	Aware AccuRad  Plug-in for Netscape
4882	LiveMath Plug-In
4883	Medweb beta 11
4887	RichLink View Plugin
4888	MrSID Viewer
4890	uniVIEW Plugin
4891	Forum-View Plugin
4899	TMSSequoia ViewDirector Imaging Plug-in Version 2.04+ for Netscape Navigator
4900	Data Downlink Excel Launcher 1.1
4909	Chili!Soft Recoverable Download
4912	Polaroid Digital Photo Printer Plugin
4914	Chemscape Chime 2.0.3
4918	Livefinder Plug-in for ICAD/SX
4919	Livefinder Plug-in for MICRO CADAM
4921	SeerMusic 1.1
4922	Coupons-On-Line Netscape Plugin
4923	TMSSequoia ViewDirector Prizm Plug-in, Version 2.11 EMI
4925	[PostX] PostX Envelope Plugin 2.0.2.c1
4926	Opal Plug-In v2.1.475
4931	Pixel Dust NPBodyShop32
4935	Clear Communications NULL Plugin
4941	Lava Video On Demand player (H261 version) 0.1.5
4942	Novell, Inc. NPOnDemandDemo Netscape Plug-in
4943	Nimble Plugin V1.0.4.1
4944	Smartsecure Net Plug-in
4946	MatchWare Mediator 5.0
4948	SymfoNET/ObjectDirector
4951	METIS Model Browser 2.1.1
4953	MathML Plug-in
4955	VFL Session Player plugin
4956	Interactive Pictures Corp. IPIX Plugin v5.321
4957	IPIX PlugIn
4958	Hypercosm3D Plug-in
4959	Nortel VoxChat Plug-in
4963	FlexEffex Plugin
4967	Internet Streaming  Learning Technologies Audio plug-in
4969	Oracle JInitiator 1.1.7.16 for Netscape Navigator
4972	Download Demon Version 2.5
4973	ChartScape Win32
4975	AutoVue Plug-in - MI
4976	mPOWER for Windows 3.0 Plugin
4977	Sizzler Plug-in 1.0b5
4978	PerlPlus Plugin for Perl
4980	WatchDog Authentication Plugin
4981	isoAudio Plugin
4983	RealPlayer
4986	MetaWeb32 Plug-In
4987	Vivo Plugin 1.0
5002	Cult3D Plugin v4.0.0.000
5018	AboutPeople 1.0
5019	AboutTime 1.0
5020	BubViewer 1.0.1
5021	DSM 1.0.1
5022	Emblaze 1.6b
5023	Envoy 1.0
5024	Fractal View 1.0b12
5025	InterVu 0.96
5026	IPIX 3.1
5027	mBED 1.0.3
5028	mPire 1.0b2
5029	Pixound 0.91SL
5034	Impresse Upload Plugin 1.0d7
5036	FlashGuide Plugin
5046	Hotsauce PlugInPPC
5047	EmblazePPC
5049	MacZilla! 4.0
5051	MovieStar Movie Plugin
5056	QuickTime Plug-in D1-4.0.1
5061	Multicast Plugin
5064	PerlPlus Plugin 0.94
5065	ExpandedBookLoader
5067	CTP Plug-in 1.0
5069	WTC Weblink Plugin
5070	Live3D Plugin
5081	Creative Nomad Plug-In
5083	EmblazeFAT 1.1.5b
5089	ProCure Digital Signature 2.01
5100	Headspace Beatnik Plugin V2.0.0
5111	Ulead Plug-in Video File Player
5112	Infoman Interruptable Download Application
5115	RemVu Plugin for Netscape
5118	Jaguar Communications On-Line Search Plugin
5119	Jaguar Communications On-Line Login Plugin
5120	ListenUp for v.1.5.1
5121	Intel(R) Create & Share(TM) Software
5122	EMT ActiveBrowser PlugIn
5127	Launcher Plugin
5129	CB Summarizer
5135	LHEATcl Plugin 2.0.1
5139	Applied Materials. PDM trigger plugin
5140	VisualWorks plugIn
5143	MultiActive MARKETbuilder 2.00
5145	Crescendo Plus 2.1 B
5147	GOSCRIPT(r) GSPlug-in Professional Edition Version 1.44
5153	Hypercosm, Inc.'s  Hypercosm3D (Build 839)
5155	PagePath Technologies, Inc. LAUNCH! Plugin
5160	MSN Gaming Zone Plugin
5162	STS Stereo Plug-In
5167	TMSSequoia ViewDirector Prizm Plug-in, Version 2.21 XR499
5172	Java(TM) Plug-in 1.2.2_02
5178	MIDIPlugin 1.0
5184	NCompass ActiveX Plugin Beta 4
5185	Cipher POST
5186	Nimble Plugin V1.0.3.1
5191	AOL Plug-in
5193	ichat 68k 2.2.3
5194	FORE Netpatch (sun4_sosV)
5199	MetaCreations Streaming 3D PlugIn
5201	Wallet Client Smartcard Conduit
5203	Java(TM) Plug-in 1.1.3 pk
5204	Report Viewer Plugin
5205	Near Real Time Light Data Tool
5206	Near Real Time Data Tool
5210	Beyond.com eCurrent
5213	jCrunch(tm) Lapack Plugin, Least Squares LLC
5214	jCrunch(tm) Blas Plugin, Least Squares LLC
5220	Vivo Plugin 1.0a6
5224	Hypercosm, Inc.'s  Hypercosm3D (Build 840)
5228	Plugger 3.0 (streaming)
5231	Persoft Remote X Activation Plugin
5234	mPOWER for Windows 2.8 Plugin
5236	Quick View Plus 1.0 (B31)
5240	TANGO Interactive [v. 1.4.2.0]
5241	NPTextFX Text Effects Plugin
5242	Oracle JInitiator 1.1.7.18 for Netscape Navigator
5244	Marimba Corporation EasyBrowser Plugin
5246	Beatnik Player V2.0.3.4
5249	CNU npCrypt V1.0
5255	Pangaea Cad Solutions Design File Viewer 4.9.8z Feb 8/1998 www.pcscad.com
5256	TMSSequoia Prizm Plug-in, Version 2.3
5259	WebCall Plug-in
5264	PhotoIsland Image Uploader
5269	AutoVue Plug-in - GP4
5272	XDOC Viewer Plugin
5273	Beatnik Player V2.0.3.2
5277	ICS3 Audio Record Plug-in
5278	StarOffice PlugIn
5280	Ultrasound Image Capture Plug-in
5284	CB Media Plugin
5286	MNS WebPlayer
5288	CuWebVideo  Plugin
5289	CuWebConf  Plugin
5290	Just4Me Product
5294	[PostX] DIR Envelope Plug-in
5299	UI Image Editor Plug-in 1.00
5304	NPActiveXControlAccountManager plugin
5309	3dBot (EarthSearch 3D) Plug-in
5320	Front End Processor Control Plugin
5323	Shockwave Flash PM 1.1
5324	Sizzler Plug-in 1.0b4
5333	LuraDocument Netscape Plug-In
5334	Knowledge Quest QuickLearn Plug-in(Marty)
5336	Adobe PGMLViewer Plugin
5338	Multitude FireTalk Web Launcher
5340	PhoneFree Bubble Chat 5.0
5341	PhoneFree 5.0
5343	Quake3 Server Plugin
5347	Corepoint(TM) Web Collaboration
5350	Sizzler Plug-in  v1.0.1
5352	Intel Corporation NPpost
5360	Expanded Book Loader Plugin
5367	Builders Exchange of Washington, Inc., FastBid Plugin v1.30
5368	Cult3D Plugin
5369	NDS Enabled Office Plugin
5370	Signature Plug-In
5373	Infrover Common Download Plugin
5374	Infrover Common Upload Plugin
5378	iP(TM) : The Inferno Netscape Plugin
5386	Envision Enterprise
5389	InVision Interactive CyberSound Plug-in
5391	CosmoPlayer plug-in
5395	Phone Doubler Quick Call Plugin
5398	AppleScript Plugin
5399	Chemscape Chime Pro 2.0.3
5402	eCHARGE Secure Online Purchase Plugin v1.1.2
5403	Oracle JInitiator 1.1.7.9 for Netscape Navigator
5415	Headspace Beatnik Plugin V1.1.4
5421	GOSCRIPTR GSPlug-in Professional Edition Version 1.4
5426	WebEye Plug-in
5427	Java(TM) Plug-in 1.2 l
5428	MS Agent Plugin
5431	Java(TM) Plug-in JDK-1.3-M
5435	Oracle JInitiator 1.1.5.5.1 for Netscape Navigator
5444	WorldImaging Netglider Technology Plugin
5448	YAMAHA SoftSynthesizer(TM) Plug-in for Netscape. MIDPLUG(TM)
5458	NTTData Virtual Catalog plugin
5462	FCT XVIEW Plugin
5468	AdiLab DaviaViewer
5475	Crescendo Plus 2.1 Beta 1 PI
5476	Macromedia Shockwave
5480	IPIX PlugIn PPC V5.4
5481	ViewMovie v1.0a10
5483	Oracle JInitiator 1.1.1.0a for Netscape Navigator
5484	Registration Authority Client (for CHT CA) v1.0 (Chinatrust)
5491	EmblazeFAT 1.1.3b0
5494	ViewMovie 1.0a10
5495	ProductView
5498	TexType
5501	Nimble Plugin V1.0.5.1
5502	OnePoint Messenger
5507	WebAccess Plugin
5511	DynEd Plugin v1.5
5514	IBM HotVideo Netscape Plug-in
5515	Sizzler 1.01
5517	Syskill and Webert Plug-in
5521	X-MIDI player plug-in
5530	Calsurf PutMat Plugin
5531	CSS Inc PlugIn
5532	QT MIDI Plugin 2.0b3.1
5542	Voxware VoxChat Plugin 2.0.2.13
5543	GTE CyberTrust
5548	QuickTime Plug-in 4.0.3
5549	Caliber Download Plugin (Live-Connected)
5555	Coupons-On-Line Netscape Plugin v. 2.1.0.2
5557	AVLauncher Netscape Plugin
5561	ONflow Plugin
5563	Oracle JInitiator 1.1.7.19 for Netscape Navigator
5571	METIS Model Browser 2.2 beta
5576	Expertise Centre for Digital Media - Mentor Exercises Plugin
5580	NP_OME_P Plugin V2.0.0
5581	xmLookat VRML97 PlugIn
5582	TMSSequoia ViewDirector Prizm Plug-in World Bank, Version 2.11
5583	MicroWorld Plug-in v 1.6
5588	Dacom Webfax Login Plug-In
5589	Dacom Web Fax Plug-In
5590	JTP - Java transfer protocol plug-in
5597	ListenUp(1.4.1)
5598	NCompass ActiveX Plugin Pro Beta 1
5601	Neutral Graphics File Viewer
5607	Imagenation Banner Plugin
5608	Free Phone Plug-in
5614	Rosetta Technologies, Inc. Plug-in for Netscape Navigator.  Version 5.2.0 980223 for AIX
5616	Esker ActiveX Plug-in
5617	EnvoyPM Plugin
5618	VAT LiveConnect Plug-in
5623	QuickBuy MiniShopper
5625	AppleGuide Plugin 1.0.2
5626	AppleScript Plugin 1.0.2
5627	EyeStream
5630	Digital River eBot Version 3,0,2,2
5633	Shockwave Flash 2.0 d3
5635	NewsVenturer ActiveX Container
5636	LiveMath Plugin
5639	MRJ Plugin
5642	PIXEL SCOOTER Plugin
5645	CyberStream VOD Plug-in
5651	Oracle JInitiator 1.1.7.4 for Netscape Navigator
5661	Pangaea Cad Solutions Design File Viewer 4.9.8m Jan 18/1998 www.pcscad.com
5663	Netscape Plugin for Visionary
5664	XLViewer 2.0 Plugin
5669	CreativePro eService Enabler
5671	MIDIPlugin 1.2.1
5683	ZipMagic
5686	TANGO Interactive [v. 2.0.2.0]
5687	ExamiNet DICOM Plug-in 1.2 from AccuSoft Corp.
5688	Intranet Signon Plugin
5694	ICS Capture Plug-in
5698	Trackpoint Plugin
5699	Access Ticket System
5701	G-wave : MIDI Plug-In
5709	Digital Equipment Corporation FaceMePlugin
5710	Authorware Shockwave 3.5P2
5711	Freehand Shockwave
5712	ListenUp 0.2d3
5715	Kaiser PDF Printing Plugin
5716	Java Plug-in 1.1.3 for Netscape Navigator
5717	Digital River eBot Version 3,0,2,3
5720	Crescendo Plug-in
5722	ACTV HyperTV v.1.0
5723	ACTV Inc. RedirPlg
5724	Beatnik PRO Player V2.0.3.4
5726	NPWeb32 Plug-In
5727	Eve Netscape Plugin
5728	Emblaze 1.1
5729	Cult3D Plugin v4.0.1.10
5732	EasyImageX plugin
5735	Multi-file Downloader  c 1996 - Gryphon Microproducts (301) 384-6868
5739	Netrieve Voyager Edition (Netscape Plugin Version)
5741	Oracle JInitiator 1.1.7.16.1 for Netscape Navigator
5744	Search-a-SITE -- A Netsacpe Plug-in
5745	Hypercosm, Inc.'s Hypercosm3D (Build 841)
5746	OS/2 Plug-in for Java
5751	Lightning Strike Still Image 32-Bit Netscape Plugin v 4.0
5752	PDFViewer v1.0
5755	Cocoa 1.0.1
5756	ichat 2.2
5758	ListenUp 0.2d2
5759	mBED 1.03
5760	MeddlePlay 1.0
5761	Pixound 1.0
5765	FutureSplashPPC
5772	Graphisoft GDL Viewer Plugin for Macintosh
5781	FastView
5784	ActiveTouch Inc. ActiveMeetings(TM)
5787	DBC Moderation Artificial Life Interface Netscape Plugin
5793	NPWebT27 plugin
5794	NPWebUTS plugin
5801	Extempo TTS Plugin
5802	Beatnik PRO Player V2.0.3.2
5805	Fisheye Viewer
5809	Live3D Plug-in
5820	Informix Netscape Navigator Plugin for Visionary
5823	WebGlide Player 1.10.0006
5824	Onflow Player
5827	GOSCRIPT(r) GSPlug-in Personal Edition Version 1.48
5828	IWS Internet Plugin 1.0
5829	Digital River i-stream Version 2,0,1,8
5831	Fast Image Transfer Plugin
5832	FCT XVIEW Plug-in
5833	Siemens Meta Shower
5836	DemoShield v6.0 DemoX Plugin
5846	Visix Vibe Plug-in
5848	ExpressVR Plug-in
5851	Java(TM) Plug-in 1.2.1.m
5854	Imagine Interactive Inc. WebVR Plug-in
5857	EnvoyPM.plg 1b119
5858	ViewMovie 1.0a2
5860	IBM techexplorer TeX files
5862	NVZoom Netscape Plugin
5864	Hilips Netscape Plugin CyberSoccer
5865	Paragon Imaging ELT/Net
5866	MicrosoftStub V1.0.0.1
5867	AutoVue Plug-in - PDX
5868	AutoVue Plug-in - PCL
5869	Flip plugin
5870	Oracle JInitiator 1.1.7.3 for Netscape Navigator
5877	ListenUpPPC
5885	Zing Print Plug-in
5886	FastMan(Rapid Transit) Plugin
5890	QT MIDI Plugin 2.0b3
5891	MIDIPlugin 1.5.1b
5892	Opal Plug-In v2.13 Build 1127
5893	MIDPLUG(TM) -- YAMAHA Soft Synthesizer(TM) Plug-In
5903	Software Expressions's WebIRC Netscape Plugin
5905	Thinking Skin Plugin
5907	Jaguar Technical Publications Plugin
5911	EBook Redemption Wizard
5915	QuickTime Plug-in 4.1
5916	Oracle JInitiator 1.1.7.20 for Netscape Navigator
5918	3DGreetings Embed Player
5922	ListenUp1.5.1a
5923	DIVISION VPF plugin dVISE 6.0.1
5927	Multiple File Downloader V1.0
5928	SpxRender plugin
5930	WebKey Plugin
5931	Animatek BelievableCharacter Plug-in
5932	SpendCash Secure Plugin
5939	Nimble Plugin V1.0.8.0
5940	AutoVue Plug-in - JPG
5941	AutoVue Plug-in - IGS
5942	AutoVue Plug-in - GIF
5943	AutoVue Plug-in - CUT
5944	AutoVue Plug-in - CGM
5945	AutoVue Plug-in - CDR
5946	AutoVue Plug-in - CAL
5952	NovaWeb Plug-in
5953	AutoVue Plug-in - A11
5958	Java(TM) Plug-in 1.1.3 pn
5959	Acroread PDF
5961	SMG, Buzzword Bingo(tm) Plugin
5962	Open Market Inc, Folio License Plugin
5964	WebGlide Player v1.02.0077
5971	ICompress
5978	IPIX PlugIn PPC 5.4b
5983	mBED Plugin 1.2.3.5
5991	Lantern Technologies Plugin
5994	Oracle JInitiator 1.1.7.10.1 for Netscape Navigator
5997	NBD_Viewer v.0.1.0.0
6002	AT&T Labs DjVu Plug-In
6012	Cubus Design Master Plug-in
6020	3Dbot (EarthSearch 3D in US) Plug-in
6028	Esker PLUS plugin
6029	Ubiquity Software Corporation -  Helmsman Desktop Plugin
6030	IBM Browser Plug-in 1.1.1 for Netscape Navigator
6039	Crescendo 2.0 c
6060	Sony LaunchPlugin
6063	Nimble Plugin V1.0.7.3
6065	LogicForce CMS Gateway Plug-in
6067	MapPlot Plugin
6068	Nimble Plugin V1.0.8.1
6078	First Virtual Corporation Multimedia Plugin
6079	Visual-I Netscape Plugin
6081	Emptek Inc. Save Routine
6082	Emptek Inc. Loader
6084	Emptek Inc. Interface
6085	Jethro Chat
6086	MidiPluginPPC 1.5a1.1
6089	iniGateWeb PlugIn
6100	Plugger 2.1 (nostreams)
6102	Knowledge Transfer Ltd. Netscape plugin
6104	ExamiNet DICOM Plug-in 1.1 from AccuSoft Corp.
6108	YAMAHA Soft Synthesizer(TM) Plug-In for Netscape. MIDPLUG(TM)
6112	MedWeb PlugIn Mac PPC.b6
6121	Uploader Example Plug-in
6131	TMSSequoia ViewDirector Prizm Plug-in, Version 2.1+ Beta 1
6140	Triscape Map Explorer Control and Plugin
6149	CTP Plug-in 0.5
6155	Envoy Plugin
6158	eCoin Wallet Manager v1.08
6161	BeatnikPPC 1.1.5
6162	EnvoyPM.plg 1.0
6163	InterVuPPC-0.96
6164	mBED Plugin PPC 1.0b2
6165	Sizzler Plug-in1.0.1
6166	JPEG Plug-In
6195	Interactive Pictures Corp. IPIX v4.00 b3
6205	RAV7 WebWatcher
6206	Java(TM) Plug-in 1.1.3 po
6211	Broderbund Web Decorating
6212	Broderbund Design Library Colorboard
6218	Myriad plugin
6221	Secure Mall Server V4.0 File Transfer Plug-in
6222	AutoVue Plug-in - PCI
6223	AutoVue Plug-in - GCD
6224	AutoVue Plug-in - GBR
6225	AutoVue Plug-in - DXB
6226	AutoVue Plug-in - DRW
6229	PKWare Zip Plugin
6230	Apple Internet kit LiveAudio
6235	Java(TM) Plug-in 1.1.1_003
6242	Java(TM) Plug-in 1.2 f
6243	TimberWolf Plugin
6244	MathEngine Viewer Plugin
6245	NPVoiceTop Plugin
6249	Oracle JInitiator 1.1.7.12 for Netscape Navigator
6254	RVPlayer 3.0
6256	Squeak Plugin
6260	Nimble Plugin V1.0.7.1
6263	MPEG2 Player 1.4.0.6
6264	Autodesk MapGuide(R) Viewer Plug-In
6267	Dimension 3D-Systems GmbH - Spx Plugin 1.0.1.0
6269	Accel ViewTIFF Plug-in 2.01 by Acordex Imaging Systems
6274	Chart FX IE 2000
6275	West Group Client Validation Plug-in
6278	LG NEOVIS/Odyssey Plug-in Browser
6279	IBM Sash Weblications for Windows
6280	MySpeech Mac NN Plugin
6292	eCHARGE Secure Online Purchase Plugin v1.3.0
6294	GemPass
6295	View3DMF Plugin
6296	WebTV Beatnik Player v0.9.0
6297	HearMe VoicePresence
6298	Hearme VoicePresence
6309	Tcl Plugin 2.1b1
6311	Jizaigan (Misc)
6316	ListenUp 1.5a1
6328	Nimble Plugin V1.0.7.0
6329	AutoVue Plug-in - DCX
6330	AutoVue Plug-in - DBX
6331	AutoVue Plug-in - DBM
6332	AutoVue Plug-in - DBF
6336	Sony LaunchPlugin2
6337	Annotate.net Add Plugin
6338	Envision-i Desktop
6339	Virtue Ltd. Virtuoso Player plug-in for Netscape Communicator
6340	Voxware VoxChat Plugin 2.0.2.4
6347	Sony LaunchPlugin3
6355	LuraDocument Netscape Plugin
6358	PDFViewer 3.0
6359	FutureSplashPM 1.1
6361	ToolVox 2.0b7
